0.000000000000000000e+00	3.993336665873126190e-01
2.000000000000000111e-01	1.917702154416812022e+00
4.000000000000000222e-01	3.133307638509933213e+00
6.000000000000000888e-01	3.854232741668772277e+00
8.000000000000000444e-01	3.966659241809874281e+00
1.000000000000000000e+00	3.452837466595495286e+00
1.200000000000000178e+00	2.393888576415824421e+00
1.400000000000000133e+00	9.569973168559279264e-01
1.600000000000000089e+00	-6.309827765729946192e-01
1.800000000000000044e+00	-2.119344563633973610e+00
2.000000000000000000e+00	-3.273108444257641025e+00
2.200000000000000178e+00	-3.910120470660388037e+00
2.400000000000000355e+00	-3.929810450497329910e+00
2.600000000000000089e+00	-3.329069768895605019e+00
2.800000000000000266e+00	-2.202742170390550314e+00
3.000000000000000000e+00	-7.286500170883836169e-01
3.200000000000000178e+00	8.604799523512620674e-01
3.400000000000000355e+00	2.313759057552800869e+00
3.600000000000000089e+00	3.401746482514257597e+00
3.800000000000000266e+00	3.952672935508001473e+00
4.000000000000000000e+00	3.879559243380345190e+00
4.200000000000000178e+00	3.193948450493961033e+00
4.400000000000000355e+00	2.004083425831538534e+00
4.600000000000000533e+00	4.978176940282467711e-01
4.800000000000000711e+00	-1.087042505643776469e+00
5.000000000000000000e+00	-2.500282595571528432e+00
5.200000000000000178e+00	-3.518783039886680175e+00
5.400000000000000355e+00	-3.981745013225509666e+00
5.600000000000000533e+00	-3.816076999608355891e+00
5.800000000000000711e+00	-3.047934335676128370e+00
6.000000000000000000e+00	-1.798589858138405884e+00
6.200000000000000178e+00	-2.652875894048027372e-01
