1.000000000000000000e+01 1.930465536420097550e+01
1.100000000000000000e+01 2.009738630800213244e+01
1.200000000000000000e+01 2.046925672780352556e+01
1.300000000000000000e+01 2.003022098138117713e+01
1.400000000000000000e+01 2.034807090298008703e+01
1.500000000000000000e+01 2.143985716586129797e+01
1.600000000000000000e+01 2.115847580880228662e+01
1.700000000000000000e+01 2.308315570347157220e+01
1.800000000000000000e+01 2.342188042636808021e+01
1.900000000000000000e+01 2.266232458057123722e+01
2.000000000000000000e+01 2.525217975648724433e+01
2.100000000000000000e+01 2.416174338037454916e+01
2.200000000000000000e+01 2.479331336727078750e+01
2.300000000000000000e+01 2.758963893783811372e+01
2.400000000000000000e+01 2.670816392076668677e+01
2.500000000000000000e+01 2.669912761993188610e+01
2.600000000000000000e+01 2.774797616444002202e+01
2.700000000000000000e+01 2.842686926566756256e+01
2.800000000000000000e+01 3.006573279578926616e+01
2.900000000000000000e+01 3.039806430871731635e+01
3.000000000000000000e+01 3.104858142516375707e+01
3.100000000000000000e+01 3.320387324828313780e+01
3.200000000000000000e+01 3.277956858303156196e+01
3.300000000000000000e+01 3.433899108829613311e+01
3.400000000000000000e+01 3.253501137315522129e+01
3.500000000000000000e+01 3.425340220683119696e+01
3.600000000000000000e+01 3.632655673501681548e+01
3.700000000000000000e+01 3.623790521327416769e+01
3.800000000000000000e+01 3.682393443609981887e+01
3.900000000000000000e+01 3.757051131078396367e+01
4.000000000000000000e+01 3.744671914830803416e+01
4.100000000000000000e+01 3.818340544258222735e+01
4.200000000000000000e+01 3.773546292418359371e+01
4.300000000000000000e+01 3.878600369627066158e+01
4.400000000000000000e+01 4.101728305397786301e+01
4.500000000000000000e+01 3.964462333043032061e+01
4.600000000000000000e+01 4.250980231229393524e+01
4.700000000000000000e+01 4.247403221560608699e+01
4.800000000000000000e+01 4.382106717117425632e+01
4.900000000000000000e+01 4.476843785163976719e+01
5.000000000000000000e+01 4.335204331438747261e+01
5.100000000000000000e+01 4.420044855062390354e+01
5.200000000000000000e+01 4.677767988967258361e+01
5.300000000000000000e+01 4.700306755459934749e+01
5.400000000000000000e+01 4.719600456693036250e+01
5.500000000000000000e+01 4.885879103804214907e+01
5.600000000000000000e+01 4.759336570762818042e+01
5.700000000000000000e+01 4.987090375577448498e+01
5.800000000000000000e+01 5.055635883243363082e+01
5.900000000000000000e+01 5.000980298660684298e+01
6.000000000000000000e+01 5.062670944517125093e+01
6.100000000000000000e+01 5.128820041434530452e+01
6.200000000000000000e+01 5.174166066190531410e+01
6.300000000000000000e+01 5.356757297999457990e+01
6.400000000000000000e+01 5.307682561341028560e+01
6.500000000000000000e+01 5.474050884903699199e+01
6.600000000000000000e+01 5.495443338951371004e+01
6.700000000000000000e+01 5.513564300392564377e+01
6.800000000000000000e+01 5.648338666555761023e+01
6.900000000000000000e+01 5.679509974122816374e+01
7.000000000000000000e+01 5.748031047798922799e+01
7.100000000000000000e+01 5.703341733009477110e+01
7.200000000000000000e+01 5.937804312593148381e+01
7.300000000000000000e+01 6.060820121321427223e+01
7.400000000000000000e+01 6.042276382780372757e+01
7.500000000000000000e+01 6.073357272465540291e+01
7.600000000000000000e+01 6.203236686220201079e+01
7.700000000000000000e+01 6.088768572996919914e+01
7.800000000000000000e+01 6.169853211021668926e+01
7.900000000000000000e+01 6.210975961885581853e+01
8.000000000000000000e+01 6.299145739594718663e+01
8.100000000000000000e+01 6.369715389566978558e+01
8.200000000000000000e+01 6.372348292235110279e+01
8.300000000000000000e+01 6.539395064125746160e+01
8.400000000000000000e+01 6.785688760197957947e+01
8.500000000000000000e+01 6.742243226880405871e+01
8.600000000000000000e+01 6.726687247650667700e+01
8.700000000000000000e+01 6.718205012247261720e+01
8.800000000000000000e+01 6.897677778699620887e+01
8.900000000000000000e+01 6.946185862531169164e+01
9.000000000000000000e+01 6.969964595950159492e+01
9.100000000000000000e+01 7.087927403190988684e+01
9.200000000000000000e+01 7.180905519974815832e+01
9.300000000000000000e+01 7.149394563501041944e+01
9.400000000000000000e+01 7.150523499430248364e+01
9.500000000000000000e+01 7.339257180583739171e+01
9.600000000000000000e+01 7.536536487926889549e+01
9.700000000000000000e+01 7.485616573701375387e+01
9.800000000000000000e+01 7.404217821434974667e+01
9.900000000000000000e+01 7.640060761889770902e+01
